personnel_id,service_number,name,rank,is_jawan_rank,unit_id,region_type,posting_type,date_of_birth,date_of_joining,years_of_service,current_posting_start_date,family_separated,unit_operational_tempo,exposure_propensity,benign_profile
P00376,10049653,Personnel 0376,Assistant Sub-Inspector,True,U010,insurgency_affected,hard_area,1996-01-08,2022-03-14,4.47,2023-07-09,False,0.8355,0.2664,
P00377,32699918,Personnel 0377,Sub-Inspector,False,U015,insurgency_affected,hard_area,1986-03-14,2010-04-22,16.36,2024-09-22,True,0.8363,0.4169,
P00378,70010800,Personnel 0378,Head Constable,True,U015,insurgency_affected,hard_area,2000-06-23,2023-08-15,3.05,2024-01-20,False,0.8363,0.145,
P00379,29884468,Personnel 0379,Deputy Commandant,False,U011,border,field,1986-12-25,2013-04-06,13.4,2024-07-13,True,0.6385,0.4235,
P00380,73164274,Personnel 0380,Constable,True,U012,insurgency_affected,field,1979-01-13,2004-12-10,21.72,2025-06-06,False,0.7195,0.6999,
P00381,66724423,Personnel 0381,Assistant Sub-Inspector,True,U011,border,field,1984-12-10,2009-09-17,16.95,2023-10-08,False,0.6385,0.508,
P00382,85697180,Personnel 0382,Constable,True,U014,urban_static,field,1997-09-07,2023-12-19,2.7,2024-12-08,False,0.3566,0.6153,
P00383,78937483,Personnel 0383,Sub-Inspector,False,U013,border,field,1994-04-16,2019-11-24,6.77,2025-04-04,False,0.5538,0.245,
P00384,71136150,Personnel 0384,Constable,True,U001,urban_static,static_station,1977-01-21,1998-09-12,27.97,2024-07-08,False,0.5535,0.4795,training_cadre
P00385,93657049,Personnel 0385,Inspector,False,U009,training,static_station,1991-01-03,2016-05-13,10.3,2025-08-17,False,0.3855,0.818,
P00386,72437433,Personnel 0386,Assistant Sub-Inspector,True,U006,border,field,2000-09-02,2023-01-01,3.66,2025-04-10,False,0.6739,0.5148,
P00387,70712977,Personnel 0387,Head Constable,True,U010,insurgency_affected,field,1985-04-21,2011-09-08,14.98,2023-06-07,False,0.8355,0.4675,
P00388,41457000,Personnel 0388,Constable,True,U002,insurgency_affected,field,1998-12-07,2021-07-29,5.09,2023-12-30,False,0.782,0.5309,
P00389,67446780,Personnel 0389,Constable,True,U010,insurgency_affected,hard_area,1992-08-02,2015-04-12,11.39,2023-03-21,True,0.8355,0.4711,
P00390,74006313,Personnel 0390,Commandant,False,U015,insurgency_affected,hard_area,1998-02-10,2020-02-21,6.53,2025-11-24,False,0.8363,0.428,
P00391,61707305,Personnel 0391,Constable,True,U012,insurgency_affected,hard_area,1991-08-15,2014-06-21,12.2,2024-01-12,True,0.7195,0.5194,
P00392,80843129,Personnel 0392,Head Constable,True,U005,border,hard_area,1992-11-17,2019-10-20,6.86,2024-08-13,True,0.7572,0.4057,
P00393,53412241,Personnel 0393,Constable,True,U012,insurgency_affected,hard_area,1999-06-20,2023-12-15,2.71,2024-10-25,True,0.7195,0.398,
P00394,88695561,Personnel 0394,Constable,True,U013,border,field,1980-10-03,2002-03-30,24.42,2026-05-26,False,0.5538,0.6725,
P00395,55559031,Personnel 0395,Constable,True,U001,urban_static,static_station,1993-12-17,2018-02-05,8.57,2024-10-20,True,0.5535,0.4299,training_cadre
P00396,28665304,Personnel 0396,Deputy Commandant,False,U002,insurgency_affected,static_station,1985-08-24,2012-03-25,14.44,2023-07-20,False,0.782,0.4013,
P00397,38907817,Personnel 0397,Constable,True,U004,urban_static,static_station,1997-02-19,2023-02-08,3.56,2026-01-08,False,0.4395,0.7506,
P00398,68671966,Personnel 0398,Constable,True,U008,border,field,1991-08-07,2017-05-04,9.33,2024-08-17,False,0.5738,0.5071,
P00399,73949250,Personnel 0399,Deputy Commandant,False,U010,insurgency_affected,field,1998-10-12,2021-06-23,5.19,2025-11-20,False,0.8355,0.6132,
P00400,63648176,Personnel 0400,Constable,True,U015,insurgency_affected,hard_area,1997-06-20,2019-03-20,7.45,2024-04-26,True,0.8363,0.4231,
P00401,25486296,Personnel 0401,Inspector,False,U005,border,static_station,2002-06-29,2024-02-03,2.58,2024-03-06,False,0.7572,0.2359,
P00402,67719518,Personnel 0402,Assistant Sub-Inspector,True,U010,insurgency_affected,static_station,1998-12-17,2024-02-19,2.53,2025-12-03,True,0.8355,0.4813,
P00403,20349421,Personnel 0403,Assistant Sub-Inspector,True,U010,insurgency_affected,static_station,2000-01-05,2022-05-28,4.26,2024-01-17,False,0.8355,0.5253,
P00404,16337925,Personnel 0404,Sub-Inspector,False,U011,border,field,1996-04-24,2021-10-17,4.87,2024-05-03,True,0.6385,0.4118,
P00405,39043684,Personnel 0405,Head Constable,True,U009,training,static_station,1994-04-11,2020-11-12,5.8,2025-04-14,True,0.3855,0.3957,
P00406,23524597,Personnel 0406,Assistant Sub-Inspector,True,U002,insurgency_affected,hard_area,1995-01-17,2019-12-18,6.7,2026-02-20,True,0.782,0.563,
P00407,53683353,Personnel 0407,Constable,True,U010,insurgency_affected,hard_area,2000-02-09,2024-06-18,2.2,2024-07-18,True,0.8355,0.3644,
P00408,62625516,Personnel 0408,Constable,True,U013,border,field,1998-11-12,2021-12-31,4.67,2024-02-13,False,0.5538,0.2336,
P00409,96116119,Personnel 0409,Constable,True,U008,border,hard_area,1984-12-23,2011-08-14,15.05,2024-06-05,False,0.5738,0.2479,recent_return
P00410,80194989,Personnel 0410,Head Constable,True,U009,training,static_station,1992-12-18,2016-03-13,10.47,2023-07-25,False,0.3855,0.8813,
P00411,58925741,Personnel 0411,Constable,True,U006,border,hard_area,1998-01-02,2021-12-05,4.74,2025-11-02,False,0.6739,0.2233,voluntary_hard_area
P00412,26654915,Personnel 0412,Sub-Inspector,False,U012,insurgency_affected,hard_area,1998-10-13,2021-04-28,5.34,2025-08-04,True,0.7195,0.7823,
P00413,64673106,Personnel 0413,Assistant Sub-Inspector,True,U013,border,hard_area,1988-06-10,2013-08-24,13.02,2026-02-10,True,0.5538,0.3868,
P00414,33360431,Personnel 0414,Deputy Commandant,False,U016,border,hard_area,1998-06-27,2023-04-07,3.4,2023-08-10,True,0.7134,0.2334,
P00415,60690790,Personnel 0415,Inspector,False,U015,insurgency_affected,hard_area,2003-07-11,2025-06-01,1.25,2025-07-01,False,0.8363,0.6021,
P00416,94844193,Personnel 0416,Head Constable,True,U007,training,static_station,1993-11-26,2019-03-12,7.47,2023-08-22,True,0.2532,0.3452,
P00417,44053657,Personnel 0417,Constable,True,U016,border,field,1994-12-04,2016-05-17,10.29,2025-01-04,False,0.7134,0.254,
P00418,83095860,Personnel 0418,Constable,True,U008,border,field,1992-08-05,2019-03-04,7.49,2025-12-24,False,0.5738,0.5269,
P00419,68911183,Personnel 0419,Constable,True,U012,insurgency_affected,static_station,1994-11-27,2021-06-16,5.21,2023-07-18,False,0.7195,0.6763,
P00420,74652494,Personnel 0420,Constable,True,U004,urban_static,field,1996-04-09,2020-04-27,6.35,2024-04-01,True,0.4395,0.4198,
P00421,87597106,Personnel 0421,Assistant Sub-Inspector,True,U006,border,field,1984-09-29,2010-01-09,16.64,2023-11-09,False,0.6739,0.7115,
P00422,35846120,Personnel 0422,Constable,True,U003,urban_static,static_station,1994-11-17,2021-07-07,5.15,2024-02-26,True,0.3722,0.5911,
P00423,92720369,Personnel 0423,Head Constable,True,U010,insurgency_affected,hard_area,1997-06-05,2022-01-03,4.66,2026-07-23,True,0.8355,0.3812,
P00424,95861249,Personnel 0424,Constable,True,U007,training,static_station,1997-02-23,2023-10-30,2.84,2023-12-04,False,0.2532,0.3134,
P00425,33979154,Personnel 0425,Constable,True,U002,insurgency_affected,static_station,1997-11-07,2020-11-25,5.76,2025-01-19,False,0.782,0.4568,
P00426,35885913,Personnel 0426,Inspector,False,U014,urban_static,static_station,1997-12-26,2019-03-16,7.46,2025-04-27,False,0.3566,0.511,
P00427,83420362,Personnel 0427,Head Constable,True,U015,insurgency_affected,field,1996-08-07,2021-03-07,5.48,2025-01-14,True,0.8363,0.3903,
P00428,30735968,Personnel 0428,Constable,True,U009,training,static_station,1999-04-17,2021-06-26,5.18,2025-11-22,False,0.3855,0.3391,
P00429,49882263,Personnel 0429,Head Constable,True,U015,insurgency_affected,field,1984-10-07,2009-12-08,16.73,2025-01-26,False,0.8363,0.7002,
P00430,27558586,Personnel 0430,Assistant Sub-Inspector,True,U006,border,hard_area,1996-08-17,2018-08-08,8.06,2024-06-06,True,0.6739,0.4147,voluntary_hard_area
P00431,28382802,Personnel 0431,Constable,True,U007,training,static_station,2000-10-02,2022-07-15,4.13,2024-02-03,False,0.2532,0.6307,
P00432,65913864,Personnel 0432,Constable,True,U001,urban_static,static_station,1994-09-02,2020-06-28,6.17,2025-06-14,True,0.5535,0.5091,
P00433,18726355,Personnel 0433,Sub-Inspector,False,U006,border,static_station,1987-08-30,2013-07-04,13.16,2025-11-20,False,0.6739,0.5542,
P00434,51042539,Personnel 0434,Assistant Sub-Inspector,True,U008,border,field,1989-04-30,2015-06-15,11.21,2026-06-09,True,0.5738,0.5739,
P00435,87411338,Personnel 0435,Head Constable,True,U010,insurgency_affected,hard_area,1992-11-28,2016-09-08,9.98,2026-03-21,False,0.8355,0.6174,
P00436,36403509,Personnel 0436,Constable,True,U005,border,field,1994-04-13,2017-10-21,8.86,2025-09-23,False,0.7572,0.4204,
P00437,16920346,Personnel 0437,Constable,True,U003,urban_static,field,1988-12-14,2012-05-19,14.29,2025-06-23,True,0.3722,0.5854,
P00438,55683578,Personnel 0438,Constable,True,U007,training,static_station,1990-08-16,2011-08-28,15.01,2024-07-30,False,0.2532,0.9368,
P00439,68433399,Personnel 0439,Constable,True,U010,insurgency_affected,hard_area,1992-03-11,2017-12-12,8.72,2026-07-12,False,0.8355,0.6435,
P00440,38898992,Personnel 0440,Head Constable,True,U006,border,static_station,1997-01-13,2020-05-07,6.32,2024-04-01,True,0.6739,0.6579,
P00441,47442347,Personnel 0441,Constable,True,U004,urban_static,static_station,1989-03-25,2013-04-17,13.37,2025-12-26,False,0.4395,0.7736,course_attendee
P00442,67468951,Personnel 0442,Deputy Commandant,False,U007,training,static_station,1998-09-25,2020-06-21,6.19,2023-10-10,True,0.2532,0.0937,
P00443,30404950,Personnel 0443,Constable,True,U009,training,static_station,2003-10-03,2025-05-01,1.33,2025-12-29,True,0.3855,0.4872,
P00444,47085415,Personnel 0444,Head Constable,True,U010,insurgency_affected,hard_area,1985-04-23,2010-08-27,16.01,2024-10-26,True,0.8355,0.632,
P00445,65339807,Personnel 0445,Assistant Sub-Inspector,True,U005,border,hard_area,1983-10-30,2007-09-05,18.99,2023-12-11,True,0.7572,0.5589,
P00446,88699410,Personnel 0446,Constable,True,U001,urban_static,static_station,1996-03-19,2018-10-28,7.84,2025-01-31,True,0.5535,0.4096,
P00447,73835930,Personnel 0447,Assistant Sub-Inspector,True,U011,border,hard_area,1995-02-17,2019-05-21,7.28,2026-06-21,True,0.6385,0.4559,
P00448,84978487,Personnel 0448,Constable,True,U004,urban_static,static_station,1997-12-11,2019-04-26,7.35,2024-05-28,False,0.4395,0.5845,
P00449,60308553,Personnel 0449,Constable,True,U001,urban_static,static_station,1995-02-27,2019-11-17,6.79,2023-08-02,False,0.5535,0.7222,
P00450,11288045,Personnel 0450,Constable,True,U001,urban_static,static_station,2002-02-13,2023-04-07,3.4,2026-07-18,True,0.5535,0.6312,
P00451,59269782,Personnel 0451,Head Constable,True,U008,border,hard_area,1982-12-09,2007-06-09,19.23,2025-04-29,True,0.5738,0.6062,
P00452,59578517,Personnel 0452,Assistant Sub-Inspector,True,U003,urban_static,static_station,1988-04-02,2013-12-04,12.74,2026-04-13,False,0.3722,0.02,
P00453,91587838,Personnel 0453,Constable,True,U003,urban_static,static_station,1992-11-25,2018-09-21,7.94,2023-08-12,True,0.3722,0.4241,
P00454,65355988,Personnel 0454,Assistant Sub-Inspector,True,U003,urban_static,static_station,1999-01-01,2020-04-12,6.39,2023-11-08,True,0.3722,0.5157,
P00455,11533804,Personnel 0455,Constable,True,U016,border,hard_area,1989-06-18,2013-03-23,13.44,2025-05-13,False,0.7134,0.6628,
P00456,58379093,Personnel 0456,Constable,True,U014,urban_static,static_station,1997-08-19,2019-05-25,7.27,2025-03-04,False,0.3566,0.8916,
P00457,35353344,Personnel 0457,Head Constable,True,U013,border,field,1973-12-06,1999-06-19,27.2,2024-01-16,False,0.5538,0.6325,
P00458,89497117,Personnel 0458,Head Constable,True,U008,border,static_station,2000-07-17,2022-06-11,4.22,2024-11-28,False,0.5738,0.1549,
P00459,31260069,Personnel 0459,Constable,True,U015,insurgency_affected,hard_area,1991-01-15,2014-01-01,12.66,2024-10-27,True,0.8363,0.2728,
P00460,33157995,Personnel 0460,Constable,True,U015,insurgency_affected,field,1994-09-03,2018-12-31,7.67,2024-02-26,True,0.8363,0.6058,
P00461,82272476,Personnel 0461,Head Constable,True,U009,training,static_station,1999-12-12,2023-10-21,2.86,2025-12-25,True,0.3855,0.1283,
P00462,92467429,Personnel 0462,Sub-Inspector,False,U008,border,field,1995-03-30,2016-09-09,9.98,2023-06-17,False,0.5738,0.3877,
P00463,35326118,Personnel 0463,Head Constable,True,U005,border,hard_area,1998-01-25,2023-12-20,2.7,2026-05-05,True,0.7572,0.4422,
P00464,57214268,Personnel 0464,Assistant Commandant,False,U008,border,hard_area,1994-10-29,2017-02-17,9.54,2026-04-06,True,0.5738,0.3991,
P00465,90853327,Personnel 0465,Constable,True,U016,border,hard_area,2002-07-06,2024-11-02,1.83,2026-06-08,True,0.7134,0.5525,
P00466,99388786,Personnel 0466,Constable,True,U016,border,hard_area,1999-06-08,2024-09-04,1.99,2024-12-30,True,0.7134,0.6263,
P00467,49112137,Personnel 0467,Inspector,False,U004,urban_static,static_station,2001-01-20,2024-08-25,2.02,2024-09-25,False,0.4395,0.4337,
P00468,96274544,Personnel 0468,Assistant Sub-Inspector,True,U011,border,field,1984-12-22,2010-12-28,15.68,2024-02-17,False,0.6385,0.3115,
P00469,34396062,Personnel 0469,Head Constable,True,U010,insurgency_affected,hard_area,1995-03-20,2019-01-04,7.66,2025-08-08,False,0.8355,0.633,
P00470,62559201,Personnel 0470,Constable,True,U013,border,field,1996-02-17,2020-03-27,6.43,2024-03-03,False,0.5538,0.5886,
P00471,62110087,Personnel 0471,Assistant Commandant,False,U004,urban_static,static_station,1995-01-24,2016-02-29,10.5,2026-07-27,False,0.4395,0.3648,
P00472,77526727,Personnel 0472,Constable,True,U004,urban_static,static_station,1994-11-02,2017-04-29,9.34,2024-11-16,True,0.4395,0.5043,
P00473,90594344,Personnel 0473,Head Constable,True,U011,border,field,1991-01-11,2016-07-25,10.1,2026-03-30,True,0.6385,0.7034,
P00474,75403330,Personnel 0474,Constable,True,U015,insurgency_affected,hard_area,1992-01-06,2015-10-12,10.89,2024-09-20,True,0.8363,0.2657,voluntary_hard_area
P00475,41696805,Personnel 0475,Constable,True,U005,border,field,1996-09-21,2019-09-10,6.98,2025-07-16,False,0.7572,0.5138,
P00476,21999438,Personnel 0476,Inspector,False,U009,training,static_station,1994-06-18,2021-01-30,5.58,2026-03-04,False,0.3855,0.895,
P00477,57212900,Personnel 0477,Assistant Sub-Inspector,True,U002,insurgency_affected,hard_area,1997-11-08,2020-01-16,6.62,2025-04-24,False,0.782,0.373,
P00478,68960006,Personnel 0478,Assistant Commandant,False,U003,urban_static,static_station,2000-03-24,2022-07-14,4.13,2025-06-30,False,0.3722,0.6157,
P00479,94743486,Personnel 0479,Sub-Inspector,False,U014,urban_static,field,1996-08-27,2022-09-16,3.96,2023-08-28,False,0.3566,0.4051,
P00480,77525297,Personnel 0480,Sub-Inspector,False,U002,insurgency_affected,hard_area,1996-01-27,2022-08-13,4.05,2024-11-07,True,0.782,0.6029,
P00481,97002926,Personnel 0481,Assistant Sub-Inspector,True,U004,urban_static,field,1997-07-09,2022-11-13,3.8,2026-01-01,False,0.4395,0.2135,
P00482,40897317,Personnel 0482,Head Constable,True,U001,urban_static,field,1972-08-01,1998-12-29,27.67,2023-09-25,False,0.5535,0.7528,
P00483,14943863,Personnel 0483,Constable,True,U009,training,field,1986-12-07,2011-12-21,14.69,2023-05-15,True,0.3855,0.4681,
P00484,50581265,Personnel 0484,Inspector,False,U013,border,hard_area,1993-03-12,2018-02-21,8.52,2025-07-27,False,0.5538,0.2799,
P00485,12022493,Personnel 0485,Sub-Inspector,False,U016,border,field,1991-08-12,2017-05-14,9.3,2025-05-09,False,0.7134,0.5481,
P00486,16516159,Personnel 0486,Head Constable,True,U006,border,hard_area,2000-03-10,2022-02-04,4.57,2026-02-24,True,0.6739,0.6979,
P00487,94501246,Personnel 0487,Constable,True,U011,border,field,2001-05-07,2023-07-01,3.17,2025-03-12,True,0.6385,0.5695,
P00488,53961505,Personnel 0488,Constable,True,U008,border,hard_area,1994-07-07,2019-08-10,7.06,2025-07-27,True,0.5738,0.6331,
P00489,15588255,Personnel 0489,Head Constable,True,U006,border,field,1989-11-21,2013-07-16,13.13,2024-01-02,False,0.6739,0.5845,
P00490,93648506,Personnel 0490,Head Constable,True,U012,insurgency_affected,hard_area,1999-10-18,2022-07-21,4.11,2025-05-20,True,0.7195,0.3369,
P00491,93914086,Personnel 0491,Commandant,False,U003,urban_static,static_station,1988-06-25,2012-10-24,13.85,2025-01-01,False,0.3722,0.5785,
P00492,27325145,Personnel 0492,Head Constable,True,U003,urban_static,static_station,2000-07-09,2021-09-12,4.97,2024-01-03,False,0.3722,0.384,
P00493,59036871,Personnel 0493,Inspector,False,U005,border,hard_area,1987-10-31,2011-11-23,14.77,2024-04-15,False,0.7572,0.863,
P00494,77074856,Personnel 0494,Constable,True,U014,urban_static,field,1996-05-12,2022-01-03,4.66,2024-02-04,False,0.3566,0.7076,
P00495,85374117,Personnel 0495,Head Constable,True,U015,insurgency_affected,field,1999-11-10,2021-05-29,5.26,2026-02-12,False,0.8363,0.98,planned_surge
P00496,54570683,Personnel 0496,Inspector,False,U001,urban_static,static_station,1992-12-16,2017-08-24,9.02,2024-01-12,False,0.5535,0.479,
P00497,17668364,Personnel 0497,Constable,True,U008,border,hard_area,1999-03-11,2022-04-26,4.35,2023-05-21,True,0.5738,0.2892,
P00498,80231433,Personnel 0498,Constable,True,U013,border,field,1994-10-06,2018-10-13,7.88,2025-02-01,True,0.5538,0.6627,
P00499,72270359,Personnel 0499,Constable,True,U012,insurgency_affected,hard_area,1990-05-09,2012-08-17,14.04,2024-12-11,True,0.7195,0.3659,
P00500,34404203,Personnel 0500,Deputy Commandant,False,U007,training,field,1990-09-27,2016-12-30,9.67,2025-09-12,False,0.2532,0.6478,
P00501,18408259,Personnel 0501,Constable,True,U012,insurgency_affected,hard_area,1993-10-03,2014-11-03,11.83,2025-07-31,True,0.7195,0.98,
P00502,81527723,Personnel 0502,Assistant Sub-Inspector,True,U010,insurgency_affected,hard_area,1982-03-23,2007-01-31,19.58,2024-07-31,True,0.8355,0.4849,
P00503,18771261,Personnel 0503,Assistant Sub-Inspector,True,U005,border,hard_area,1993-10-18,2020-08-30,6.0,2022-12-31,True,0.7572,0.6625,
P00504,16987900,Personnel 0504,Constable,True,U013,border,field,1995-04-18,2019-09-11,6.97,2023-11-19,False,0.5538,0.5391,training_cadre
P00505,34096820,Personnel 0505,Sub-Inspector,False,U002,insurgency_affected,hard_area,1991-03-18,2015-11-12,10.8,2024-11-12,True,0.782,0.3569,
P00506,95670658,Personnel 0506,Constable,True,U007,training,static_station,2001-09-08,2023-08-23,3.02,2024-12-16,False,0.2532,0.4951,
P00507,40763659,Personnel 0507,Inspector,False,U012,insurgency_affected,hard_area,1980-11-15,2007-09-29,18.92,2026-04-22,False,0.7195,0.7522,
P00508,28568270,Personnel 0508,Assistant Commandant,False,U009,training,static_station,1981-08-08,2007-01-17,19.62,2025-07-08,False,0.3855,0.8103,
P00509,99241690,Personnel 0509,Head Constable,True,U005,border,static_station,2004-04-22,2025-04-23,1.36,2026-06-19,False,0.7572,0.5034,
P00510,61010254,Personnel 0510,Constable,True,U014,urban_static,static_station,1993-09-23,2017-07-01,9.17,2025-04-27,True,0.3566,0.5941,
P00511,41078768,Personnel 0511,Head Constable,True,U004,urban_static,static_station,1993-03-28,2017-04-30,9.34,2025-02-23,False,0.4395,0.5727,
P00512,52556659,Personnel 0512,Sub-Inspector,False,U002,insurgency_affected,hard_area,1993-09-06,2017-08-12,9.05,2023-03-28,True,0.782,0.7581,
P00513,14067424,Personnel 0513,Head Constable,True,U012,insurgency_affected,hard_area,1988-02-03,2013-11-23,12.77,2026-01-09,True,0.7195,0.4824,
P00514,13609779,Personnel 0514,Assistant Sub-Inspector,True,U012,insurgency_affected,hard_area,1987-10-26,2014-06-10,12.23,2026-07-20,True,0.7195,0.3134,
P00515,55828924,Personnel 0515,Constable,True,U002,insurgency_affected,field,1996-02-27,2022-12-07,3.73,2023-07-08,True,0.782,0.6238,
P00516,36579053,Personnel 0516,Head Constable,True,U015,insurgency_affected,hard_area,2000-01-07,2022-07-24,4.1,2025-09-26,True,0.8363,0.6541,
P00517,96171486,Personnel 0517,Head Constable,True,U016,border,hard_area,1980-07-11,2006-09-15,19.96,2025-09-02,False,0.7134,0.3476,
P00518,67615857,Personnel 0518,Constable,True,U007,training,static_station,1989-01-19,2011-11-27,14.76,2024-09-20,False,0.2532,0.7102,
P00519,13605915,Personnel 0519,Constable,True,U016,border,hard_area,1993-04-22,2019-08-26,7.01,2025-08-10,False,0.7134,0.4157,
P00520,32068808,Personnel 0520,Head Constable,True,U009,training,static_station,1997-07-29,2022-02-05,4.57,2025-01-28,True,0.3855,0.5918,
P00521,52970465,Personnel 0521,Constable,True,U014,urban_static,static_station,1995-03-30,2018-08-03,8.08,2024-07-04,True,0.3566,0.4939,
P00522,95663501,Personnel 0522,Sub-Inspector,False,U006,border,field,1983-02-03,2009-11-23,16.77,2025-10-14,True,0.6739,0.56,
P00523,67685727,Personnel 0523,Constable,True,U012,insurgency_affected,field,1997-04-12,2021-11-19,4.78,2026-06-12,False,0.7195,0.5992,
P00524,71615137,Personnel 0524,Sub-Inspector,False,U009,training,static_station,2000-01-13,2024-03-10,2.48,2025-07-24,False,0.3855,0.347,
P00525,75738696,Personnel 0525,Constable,True,U009,training,field,2000-05-08,2021-05-25,5.27,2026-06-30,True,0.3855,0.44,
P00526,48976291,Personnel 0526,Constable,True,U016,border,field,1989-06-01,2012-08-20,14.03,2025-05-13,False,0.7134,0.6335,planned_surge
P00527,37208016,Personnel 0527,Sub-Inspector,False,U005,border,field,1981-01-26,2006-05-28,20.26,2025-04-18,True,0.7572,0.3513,
P00528,70199818,Personnel 0528,Constable,True,U011,border,field,1989-05-06,2013-07-27,13.1,2024-10-08,False,0.6385,0.2536,
P00529,72502106,Personnel 0529,Sub-Inspector,False,U015,insurgency_affected,hard_area,2002-12-11,2024-10-15,1.88,2024-11-25,True,0.8363,0.4123,
P00530,75657697,Personnel 0530,Constable,True,U010,insurgency_affected,hard_area,1984-08-19,2009-11-24,16.77,2024-09-07,False,0.8355,0.4445,
P00531,43283689,Personnel 0531,Constable,True,U014,urban_static,static_station,1996-10-19,2019-07-09,7.15,2023-12-28,False,0.3566,0.4416,
P00532,18230374,Personnel 0532,Constable,True,U006,border,hard_area,1995-11-24,2021-12-14,4.71,2024-12-02,True,0.6739,0.4044,
P00533,32898935,Personnel 0533,Constable,True,U006,border,field,1997-12-17,2019-11-14,6.8,2024-03-14,True,0.6739,0.3343,
P00534,37959681,Personnel 0534,Assistant Sub-Inspector,True,U008,border,field,1995-03-19,2019-01-19,7.61,2025-11-05,False,0.5738,0.2767,
P00535,88416774,Personnel 0535,Head Constable,True,U009,training,static_station,1985-06-17,2010-06-29,16.17,2023-09-22,False,0.3855,0.5836,course_attendee
P00536,86691774,Personnel 0536,Head Constable,True,U015,insurgency_affected,hard_area,1989-09-25,2011-05-19,15.29,2025-06-23,True,0.8363,0.3799,
P00537,14229184,Personnel 0537,Sub-Inspector,False,U013,border,static_station,1998-09-10,2020-01-13,6.63,2025-04-03,False,0.5538,0.7273,
P00538,20119429,Personnel 0538,Constable,True,U007,training,static_station,1995-09-29,2021-12-18,4.7,2023-07-17,False,0.2532,0.6988,
P00539,25514373,Personnel 0539,Constable,True,U008,border,field,1987-02-05,2011-05-20,15.28,2025-02-13,False,0.5738,0.4173,
P00540,75444300,Personnel 0540,Head Constable,True,U005,border,field,1994-05-28,2019-09-22,6.94,2025-08-02,True,0.7572,0.46,
P00541,46252740,Personnel 0541,Constable,True,U015,insurgency_affected,hard_area,1999-10-11,2023-05-10,3.31,2024-06-28,False,0.8363,0.6216,
P00542,59615091,Personnel 0542,Sub-Inspector,False,U002,insurgency_affected,hard_area,1998-05-29,2025-03-24,1.44,2025-04-24,False,0.782,0.4509,
P00543,77861691,Personnel 0543,Head Constable,True,U009,training,static_station,1996-11-05,2022-06-13,4.22,2024-05-20,True,0.3855,0.2591,
P00544,36675158,Personnel 0544,Constable,True,U014,urban_static,static_station,1980-09-02,2005-07-07,21.15,2025-02-06,True,0.3566,0.4354,
P00545,11034682,Personnel 0545,Constable,True,U014,urban_static,field,2000-05-18,2025-03-05,1.49,2026-07-17,True,0.3566,0.8629,
P00546,39457924,Personnel 0546,Constable,True,U008,border,hard_area,2001-04-16,2025-03-11,1.47,2025-06-01,True,0.5738,0.64,
P00547,61131728,Personnel 0547,Constable,True,U012,insurgency_affected,hard_area,1998-09-03,2022-10-31,3.83,2024-11-05,False,0.7195,0.5381,
P00548,13130943,Personnel 0548,Constable,True,U007,training,static_station,1991-11-14,2013-12-17,12.71,2024-02-10,False,0.2532,0.3713,
P00549,45107046,Personnel 0549,Commandant,False,U011,border,field,1996-03-02,2022-11-12,3.8,2023-06-23,False,0.6385,0.6997,
P00550,77515246,Personnel 0550,Commandant,False,U008,border,field,1989-09-17,2014-05-17,12.29,2024-12-28,False,0.5738,0.6867,
P00551,87039712,Personnel 0551,Head Constable,True,U015,insurgency_affected,field,1989-11-22,2013-07-15,13.13,2023-05-20,True,0.8363,0.9488,
P00552,88285602,Personnel 0552,Sub-Inspector,False,U014,urban_static,field,2000-12-01,2023-01-27,3.59,2026-02-20,False,0.3566,0.6509,
P00553,11889760,Personnel 0553,Constable,True,U013,border,hard_area,2003-12-02,2025-03-08,1.48,2025-04-07,True,0.5538,0.3901,
P00554,71335748,Personnel 0554,Constable,True,U003,urban_static,field,1987-06-03,2010-01-10,16.64,2023-10-24,False,0.3722,0.5068,
P00555,93042245,Personnel 0555,Assistant Sub-Inspector,True,U015,insurgency_affected,hard_area,1990-08-02,2012-03-08,14.48,2024-09-25,True,0.8363,0.8445,
P00556,38163089,Personnel 0556,Head Constable,True,U004,urban_static,static_station,1992-12-29,2018-02-11,8.55,2025-11-28,True,0.4395,0.4163,
P00557,31943636,Personnel 0557,Constable,True,U009,training,field,1997-12-25,2023-09-23,2.94,2023-10-23,True,0.3855,0.4374,
P00558,37033633,Personnel 0558,Head Constable,True,U006,border,hard_area,1989-08-04,2014-09-28,11.92,2025-06-15,False,0.6739,0.6428,
P00559,23660616,Personnel 0559,Assistant Sub-Inspector,True,U006,border,hard_area,1990-01-16,2016-10-24,9.85,2026-05-11,True,0.6739,0.6325,
P00560,95538585,Personnel 0560,Head Constable,True,U008,border,field,1990-09-08,2017-03-29,9.42,2025-03-17,False,0.5738,0.826,
P00561,11453559,Personnel 0561,Constable,True,U002,insurgency_affected,hard_area,1993-09-18,2018-06-07,8.23,2025-10-31,True,0.782,0.1552,
P00562,56219096,Personnel 0562,Deputy Commandant,False,U007,training,static_station,1998-05-13,2021-07-22,5.11,2024-07-10,False,0.2532,0.6744,
P00563,97191202,Personnel 0563,Inspector,False,U009,training,static_station,1993-05-25,2020-05-05,6.32,2023-10-10,False,0.3855,0.627,
